player_id,team,opp,pos,name,fpts,proj_own,ceil,floor,min_exposure,max_exposure
1849841,SEA,ATL,TE,Tyler Mabry,0,,,,0,100
1844405,NEP,MIA,K,Justin Rohrwasser,0,,,,0,100
1849791,LAR,DAL,RB,Xavier Jones,0,,,,0,100
328578,NYJ,BUF,QB,Mike White,0,,,,0,100
871255,IND,JAC,WR,Malik Henry,0,,,,0,100
1844490,IND,JAC,TE,Farrod Green,0,,,,0,100
982789,ARI,SFO,WR,Andy Isabella,3.25,0.1,6.47,0.29,0,100
875523,TEN,DEN,WR,Kristian Wilkerson,0,,,,0,100
689689,CLE,BAL,TE,Pharaoh Brown,0,,,,0,100
36967,NYG,PIT,RB,Wayne Gallman Jr.,0.53,,1.06,0.01,0,100
328304,MIN,GBP,TE,Tyler Conklin,0.55,,1.13,0.04,0,100
328097,BAL,CLE,QB,Lamar Jackson,26.16,13.9,35.84,13.86,0,100
1844741,CAR,LVR,WR,Omar Bayless,0,,,,0,100
35558,PHI,WAS,QB,Carson Wentz,18.64,7.3,27.4,11,0,100
35634,LAC,CIN,TE,Hunter Henry,11.16,3.8,18.64,1.45,0,100
11547,TBB,NOS,K,Ryan Succop,8.29,,11.85,3.9,0,100
35603,WAS,PHI,RB,Peyton Barber,7.97,0.7,15.94,0.16,0,100
328242,ATL,SEA,WR,Brandon Powell,0,,,,0,100
37044,KCC,HOU,TE,Ricky Seals-Jones,0,,,,0,100
982696,SEA,ATL,WR,Cody Thompson,0,,,,0,100
1844272,GBP,MIN,RB,Patrick Taylor,0,,,,0,100
328096,BAL,CLE,TE,Mark Andrews,16.09,11.2,25.58,2.41,0,100
35500,NOS,TBB,TE,Jason Vander Laan,0,,,,0,100
920645,PHI,WAS,WR,Manasseh Bailey,0,,,,0,100
16563,ARI,SFO,WR,DeAndre Hopkins,18.85,5.1,35.25,8.86,0,100
973101,LVR,CAR,RB,Josh Jacobs,16.51,25.4,24.43,5.94,0,100
11669,DET,CHI,RB,Adrian Peterson,8.93,0.7,17.59,2.68,0,100
18124,KCC,HOU,WR,Sammy Watkins,10.42,,20.01,0.52,0,100
1001210,BAL,CLE,WR,Antoine Wesley,0,,,,0,100
1844398,NEP,MIA,RB,J.J. Taylor,1.4,0.1,0.91,0.63,0,100
35673,LAR,DAL,QB,Jared Goff,18.61,,26.8,9.12,0,100
328523,GBP,MIN,WR,Allen Lazard,11.52,2.9,19.58,2.07,0,100
835417,DET,CHI,WR,Chris Lacy,0,,,,0,100
1849815,SFO,ARI,WR,Jauan Jennings,0,,,,0,100
982262,DEN,TEN,TE,Andrew Beck,0,,,,0,100
